URL,Title,Current Price,Purchase Price
https://www.amazon.com/Hello-World-Computer-Programming-Languages/dp/B07B3WN3FM?pf_rd_p=0fc3f2c4-3ed5-4d11-9995-8d7c82394713&pd_rd_wg=YQlvA&pf_rd_r=2KETDB96PFW5W3459062&ref_=pd_gw_cr_simh&pd_rd_w=WUyev&pd_rd_r=a28754be-671e-40c8-92f9-181d7e87a72b,,,10
